unqiue_id	response
2017MNRAS.472..876O__Rodono_et_al._1985_Instance_1	"{
""Task"": [""comparison of mass estimates of stellar mass ejection events and X-ray energies of their associated flares""],
""Material"": [""AD\u2009Leo"", ""AT\u2009Mic"", ""V374\u2009Peg"", ""DZ\u2009Cha"", ""YZ\u2009CMi"", ""AU\u2009Mic"", ""Balmer lines"", ""U-band""],
""Technique"": [],
""Process"": [],
""Measure"": [""mass estimates"", ""X-ray energies"", ""U-band energies"", ""Hγ flare energy""],
""Concept"": [""stellar mass ejection events"", ""flares"", ""CME events"", ""solar scaling"", ""active M dwarfs"", ""pre-main-sequence star"", ""neutral hydrogen column density"", ""filament"", ""flare region"", ""eruptive event"", ""post-eruptive energy release""]
}"
2019MNRAS.488.5029H__Stacey_et_al._2010_Instance_4	"{
""Task"": [""detection of [C ii] 158-μm emission"", ""indicator of SFR""],
""Material"": [""GRB host galaxy"", ""molecular cloud surfaces"", ""star-forming galaxies"", ""FIR"", "" metre wavelengths""],
""Technique"": [],
""Process"": [],
""Measure"": [""L[C ii]"", ""LFIR"", ""L[C ii]/LFIR"", ""EWPAH 6.2μm"", ""SFR""],
""Concept"": [""photodissociation regions"", ""[C ii] deficit"", ""cool interstellar medium"", ""active galactic nuclei"", ""star-forming galaxies"", ""high-z galaxies"", ""local galaxies""]
}"
2020MNRAS.493L..98S__Sourie,_Oertel_&_Novak_2016_Instance_1	"{
""Task"": [""solve equations""],
""Material"": [""pulsar""],
""Technique"": [],
""Process"": [],
""Measure"": [""pulsar rotation rate"", ""long-term spin-down rate"", ""initial lag"", ""mutual-friction coefficients"", ""ratios"", ""drag-to-lift ratio"", ""nuclear saturation density"", ""moment of inertia""],
""Concept"": [""non-pinned region"", ""pinned region"", ""fluxoids"", ""crustal moment of inertia"", ""spin-up behaviours""]
}"
2016ApJ...831...63X__Bergh_2009_Instance_1	"{
""Task"": [""formation and evolution of S0 galaxies"", ""galaxy evolution""],
""Material"": [""galaxies"", ""spiral galaxies"", ""S0 galaxies"", ""intra-cluster medium"", ""neighboring galaxies""],
""Technique"": [],
""Process"": [""transformation"", ""minor mergers"", ""slow encounters"", ""galaxy harassments"", ""tidal effects""],
""Measure"": [""star-formation rates"", ""fraction of S0 galaxies""],
""Concept"": [""dense environment"", ""early-type galaxies"", ""redshift""]
}"
2016ApJ...816...41Y__Litvinenko_&_Wheatland_2005_Instance_1	"{
""Task"": [""formation of filaments"", ""formation of filament channels""],
""Material"": [""coronal fields"", ""filament"", ""filament channels"", ""AIA EUV lines"", ""AIA 304 Å""],
""Technique"": [],
""Process"": [""reformation of the filament"", ""partial filament eruption"", ""magnetic reconnection""],
""Measure"": [],
""Concept"": [""surface motions"", ""shearing motions"", ""converging motions"", ""deep-syntactic structures"", ""head-to-tail scenario"", ""twisted flux rope"", ""flux rope"", ""sigmoid"", ""elongated EUV channel-like structures"", ""chromospheric flux rope"", ""magnetic structure""]
}"
2017ApJ...850...20G__Dexheimer_&_Schramm_2008_Instance_1	"{
""Task"": [""determination of the EoS of nuclear matter""],
""Material"": [""neutron stars"", ""nuclear matter""],
""Technique"": [],
""Process"": [],
""Measure"": [""Fermi energy"", ""saturation density""],
""Concept"": [""Equation of State (EoS)"", ""exotic degrees of freedom"", ""hyperons"", ""delta isobars"", ""meson condensates"", ""quark matter"", ""deconfinement phase transition"", ""YY interaction"", ""quark vector interactions""]
}"
2018ApJ...855...26A__Karim_et_al._2013_Instance_1	"{
""Task"": [""uncertainties in number counts""],
""Material"": [""lensing cluster surveys"", ""SCUBA Half-Degree Extragalactic Survey (SHADES)"", ""LESS"", ""SCUBA-2"", ""ALMA"", ""single-dish surveys""],
""Technique"": [""Poisson statistics""],
""Process"": [""calculating event rates"", ""deriving uncertainties"", ""comparing results"", ""repeating calculations"", ""scaling magnification maps""],
""Measure"": [""integral number counts"", ""intrinsic flux density range"", ""detection threshold"", ""magnification factors"", ""detectable area""],
""Concept"": [""lens models"", ""strong-lensing models"", ""magnification"", ""flux density"", ""number counts""]
}"
2022AandA...663A...4S__Jönsson_et_al._2020_Instance_1	"{
""Task"": [""spectroscopic surveys"", ""automated determination of APs and abundances""],
""Material"": [""stellar spectra"", ""datasets"", ""Apache Point Observatory Galactic Evolution Experiment (APOGEE)"", ""Galactic ArchaeoLogy with HERMES project (GALAH)"", ""Large sky Area Multi-Object Fibre Spectroscopic Telescope (LAMOST)"", ""Sloan Extension for Galactic Understanding and Exploration (SEGUE)"", ""Gaia-ESO Survey"", ""WHT Enhanced Area Velocity Explorer (WEAVE)"", ""Multi-Object Optical and Near-infrared Spectrograph (MOONS)"", ""4-metre Multi-Object Spectroscopic Telescope (4MOST)"", ""Prime Focus Spectrograph (PFS)"", ""Maunakea Spectroscopic Explorer (MSE)"", ""Gaia space mission""],
""Technique"": [""Radial Velocity Experiment (RAVE)"", ""astrophysical parameter inference system""],
""Process"": [""data release"", ""determination of APs and abundances""],
""Measure"": [""metallicities"", ""APs""],
""Concept"": [""biases"", ""uncertainties"", ""physical properties""]
}"
2022AandA...666A.141M__Hopkins_et_al._2006_Instance_1	"{
""Task"": [""quenching timescale""],
""Material"": [""simulations""],
""Technique"": [""supernova feedback"", ""AGN feedback"", ""quasar mode AGN feedback"", ""radio mode of AGN feedback"", ""strangulation"", ""merger-driven quenching"", ""ram pressure stripping""],
""Process"": [""star formation"", ""gas outflow"", ""cooling"", ""heating""],
""Measure"": [""timescales"", ""million-year-level timescales"", ""Gyr""],
""Concept"": [""quenching mechanisms"", ""star formation rate phase"", ""host galaxy type"", ""star formation history"", ""galaxy merger events""]
}"
2022AandA...663A..44K__Blundell_et_al._1999_Instance_1	"Here is the output in JSON format:

{
""Task"": [""observational tracer of cosmological principles"", ""probing the universe"", ""investigate radio-loud AGN populations"", ""test and guide the theoretical models""],
""Material"": [""radio-jetted active galactic nuclei (AGNs)"", ""blazars"", ""radio surveys"", ""International LOFAR Telescope (ILT)"", ""GB 1508+5714"", ""X-ray jet""],
""Technique"": [""relativistic boosting effects"", ""inverse Compton (IC) scattering"", ""synchrotron radiation""],
""Process"": [""cosmological principles"", ""galaxy evolution"", ""evolution of AGNs"", ""density evolution"", ""build-up of high black hole masses""],
""Measure"": [""apparent luminosities"", ""redshifts"", ""electromagnetic spectrum"", ""luminosity distance"", ""conversion scale""],
""Concept"": [""cosmology"", ""galaxy evolution"", ""active galactic nuclei (AGNs)"", ""black hole masses"", ""cosmic microwave background (CMB)"", ""jet electrons"", ""magnetic energy density"", ""CMB energy density"", ""steep-spectrum isotropic radiation"", ""extended radio emission"", ""extended radio lobes""]
}"
2017MNRAS.471...80S__Kalugina_et_al._2014_Instance_2	"{
""Task"": [""mapping multidimensional PESs of weakly bound molecular systems""],
""Material"": [""HNCO–He complex"", ""molpro package"", ""aug-cc-pVTZ basis set""],
""Technique"": [""complete active space self-consistent field"", ""monoconfigurational ab initio methods"", ""explicitly correlated coupled cluster method with single, double and perturbative treatment of triple excitations"", ""CCSD(T)-F12"", ""density fitting"", ""resolution of identity basis sets"", ""coupled cluster techniques"", ""CBS extrapolation""],
""Process"": [""electronic computations"", ""generation of PES"", ""benchmarks""],
""Measure"": [""computational cost"", ""CPU time"", ""disc occupancy"", ""energies"", ""CBS limit""],
""Concept"": [""electronic wavefunction"", ""electron configuration"", ""multidimensional PESs"", ""weakly bound molecular systems""]
}"
2022MNRAS.512.3137Z__Katz_et_al._1999_Instance_1	"{
""Task"": [""H2 formation""],
""Material"": [""dust grains"", ""silicate"", ""carbonaceous"", ""solid amorphous water (ASW) surfaces"", ""olivine grains""],
""Technique"": [""Langmuir–Hinshelwood mechanism"", ""quantum tunnelling"", ""thermal hopping""],
""Process"": [""physisorption"", ""diffusion"", ""desorption""],
""Measure"": [""desorption energy"", ""dust temperature""],
""Concept"": [""interstellar species"", ""astronomical sources"", ""diffusion barrier"", ""hydrogen molecules""]
}"
2021AandA...651L...8D__Just_et_al._2007_Instance_2	"Here is the output in JSON format:

{
""Task"": [""distance indicator"", ""estimate cosmological parameters"", ""cosmological applications""],
""Material"": [""quasars"", ""supermassive black hole"", ""gaseous disk"", ""active galactic nuclei"", ""GRBs"", ""SNIa""],
""Technique"": [],
""Process"": [""fitting the model-independent cosmography formula""],
""Measure"": [""luminosity distance"", ""distance moduli"", ""dispersion"", ""redshift""],
""Concept"": [""quasar’s X-ray luminosity"", ""big blue bump"", ""optical-UV band"", ""inverse-Compton scattering"", ""corona"", ""Hubble diagram"", ""cosmology"", ""luminosity distribution""]
}"
2020AandA...643A..58B__Trujillo_et_al._2001_Instance_1	"{
""Task"": [""high-angular resolution"", ""AO performance"", ""estimating astrophysical quantities"", ""galaxy kinematics estimation""],
""Material"": [""optical instrument"", ""astronomical observations""],
""Technique"": [""adaptive optics"", ""deconvolution technique"", ""PSF-fitting astrometry/photometry retrieval techniques""],
""Process"": [""modeling the PSF morphology"", ""diagnosing AO performance""],
""Measure"": [""full width at half maximum"", ""point spread function""],
""Concept"": [""wavefront aberrations"", ""anisoplanatism effect"", ""seeing-limited scenario"", ""AO residual error"", ""astrophysical quantities"", ""PSF shape"", ""PSF morphology""]
}"
2022MNRAS.514.5178D__Ruderman_&_Roberts_2002_Instance_1	"{
""Task"": [""initial flare-caused impulsive perturbation"", ""quasi-periodic response""],
""Material"": [""active region"", ""coronal plasma structures"", ""coronal loop"", ""plasma"", ""stellar corona""],
""Technique"": [],
""Process"": [""resonance"", ""dispersion"", ""non-linearity"", ""self-organization"", ""excitation"", ""damping"", ""thermal conduction"", ""resonant absorption""],
""Measure"": [""QPP"", ""oscillation period"", ""Alfvén speed"", ""sound speed"", ""loop length""],
""Concept"": [""magnetohydrodynamic waves"", ""fast-mode magnetoacoustic waves"", ""slow-mode magnetoacoustic waves"", ""standing waves"", ""parallel harmonics"", ""acoustic transit times"", ""Alfvén transit times""]
}"
2021MNRAS.506.1978L__Krivov_et_al._2018_Instance_1	"Here is the output in JSON format:

{
""Concept"": [""planetesimal"", ""protoplanetary discs"", ""debris disc"", ""disc mass problem"", ""primordial disc"", ""stellar fly-by""],
""Material"": [""dust"", ""planetesimals""],
""Measure"": [""disc mass"", ""dust mass"", ""vertical scale height"", ""collisional lifetime"", ""age of the system""],
""Technique"": [""size distribution"", ""triple power law size distribution"", ""collisional replenishment""],
""Task"": [""estimating disc mass"", ""explaining the observed level of stirring""]
}"
2017MNRAS.465..213B__David_et_al._1993_Instance_1	"{
""Task"": [""understanding how the scaling relations evolve""],
""Material"": [""clusters"", ""samples""],
""Technique"": [""self-similar scalings"", ""power law"", ""fitting""],
""Process"": [""binning"", ""computing the median"", ""fitting with a power law""],
""Measure"": [""M_gas"", ""T_Delta"", ""Y_X,Delta"", ""Y_SZ,Delta"", ""L_Delta^X,bol"", ""L_Delta^X,bol"", ""E(z)"", ""alpha"", ""beta"", ""A""],
""Concept"": [""mass"", ""redshift"", ""overdensity"", ""critical density"", ""integrated SZ effect"", ""X-ray analogue"", ""astrophysical processes"", ""mass function""]
}"
2019MNRAS.486..360K__Nättilä_&_Pihajoki_2018_Instance_1	"{
""Task"": [""calculating the radio signal"", ""tests of strong field GR""],
""Material"": [""PSR"", ""EMRB systems"", ""stellar-mass BH binaries"", ""Kerr metric"", ""neutron star"", ""plasma"", ""BH""],
""Technique"": [""framework for calculating the radio signal"", ""covariant and general relativistic methods"", ""post-Newtonian method""],
""Process"": [""accounting for relativistic and astrophysical effects"", ""convolution between the two"", ""determining the time–frequency behaviour"", ""approximating the PSR body as a perfect sphere""],
""Measure"": [""time–frequency behaviour"", ""orbital periods"", ""eccentricity function"", ""τGW/P""],
""Concept"": [""extreme mass ratio"", ""relativistic time dilation"", ""energy shift"", ""gravitational light bending"", ""spin axis precession"", ""relativistic aberration"", ""second-order pulses"", ""dispersions"", ""strong-field dynamical regimes"", ""alternative gravitational theories"", ""extensions to Kerr"", ""strong field GR"", ""space–time curvature"", ""orbital acceleration"", ""gravitational radiation"", ""gravitational wave emission"", ""orbital decay""]
}"
2016AandA...586A..80O__Fornasier_et_al._2015_Instance_1	"{
""Material"": [""comet surface"", ""Hapi pits"", ""Seth pits"", ""Ma'at pits"", ""Seth alcoves"", ""Anuket alcove"", ""circular features"", ""bright features"", ""Imhotep region"", ""Imhotep image""],
""Technique"": [],
""Process"": [],
""Measure"": [""spectral slopes"", ""phase angles""],
""Concept"": [""activity features"", ""visual detection"", ""observing geometry"", ""spectral reddening"", ""phase reddening""]
}"
2020AandA...638A..34J__Hardcastle_(2018)_Instance_1	"{
""Task"": [""age values"", ""source age distribution""],
""Material"": [""LOFAR"", ""simulations""],
""Technique"": [""modelling"", ""equipartition conditions""],
""Process"": [""computing"", ""modelling""],
""Measure"": [""age difference"", ""size and luminosity statistics"", ""spectral index""],
""Concept"": [""magnetic field"", ""total source age distribution"", ""ton"", ""radio-source population"", ""remnant lobes"", ""restarted radio galaxies"", ""bursts of activity""]
}"
2016ApJ...818..141V__Sellwood_2014b_Instance_1	"{
""Task"": [""study of orbits in potentials""],
""Material"": [""disk galaxies"", ""two-dimensional bars"", ""three-dimensional bars"", ""N-body bars"", ""analytic potentials"", ""bar model""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""periodic orbits"", ""closed periodic orbits"", ""epicyclic perturbations"", ""vertical perturbations"", ""circular orbits"", ""self-consistent distribution functions"", ""stable periodic orbits"", ""unstable periodic orbits"", ""prograde x1 family"", ""prograde stable x2 family"", ""prograde unstable x3 family"", ""retrograde x4 family"", ""tangential oscillation frequency"", ""radial or epicyclic frequency"", ""1:2 resonance"", ""buckling instabilities"", ""peanut-shaped morphologies"", ""X-shape"", ""boxy/rectangular isophotes"", ""ansae"", ""vertical bifurcations"", ""resonances""]
}"
